Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
Radio Wave v Míru: DJs Valsorai Koxoy & Brigitte Noir,8/10/2020,23:30,8/11/2020,4:00,False,"270 min.

https://program.lfs.cz/detail/?film=Radio-Wave-in-M%c3%adr-Club--DJs-Valsorai-Koxoy-%26-Brigitte-Noir","Uherské Hradiště, Klub Mír"
30 dní,8/8/2020,16:00,8/8/2020,18:00,False,"120 min.
""Co musí cizinec překonat, než získá povolení k pobytu v ČR? Kolik papírů už poslal na Ministerstvo vnitra? A jak se vyrovnává s vědomím, že člověk rozhodující o jeho osudu se s ním ze zákona nesmí setkat? Po skončení představení zveme k diskuzi s autorkami a odborníky na migrační politiku.
""
https://program.lfs.cz/detail/?film=30-days","Uherské Hradiště, Smetanovy sady"
Fany a pes,8/9/2020,8:30,8/9/2020,10:07,False,"Matthias Bruhn, Ralf Kukula / Belgie, Česká republika, Lucembursko, Německo 2019 / 87 min. / DCP
Fany a pes je koprodukční animovaný snímek s – vzhledem k žánru - velmi netradičním tématem. Vypráví příběh z východoněmeckého Lipska na podzim roku 1989 o pokojné revoluci, která vyvolala pád Berlínské zdi a opětovné sjednocení Německa.
https://www.csfd.cz/film/713484-fany-a-pes/prehled/
https://www.imdb.com/title/tt9805160/reference
https://program.lfs.cz/detail/?film=Fritzi--A-Revolutionary-Tale","Uherské Hradiště, Sportovní hala"
Fany a pes,8/11/2020,12:00,8/11/2020,14:12,False,"Matthias Bruhn, Ralf Kukula / Belgie, Česká republika, Lucembursko, Německo 2019 / 87 min. / DCP
Fany a pes je koprodukční animovaný snímek s – vzhledem k žánru - velmi netradičním tématem. Vypráví příběh z východoněmeckého Lipska na podzim roku 1989 o pokojné revoluci, která vyvolala pád Berlínské zdi a opětovné sjednocení Německa.
https://www.csfd.cz/film/713484-fany-a-pes/prehled/
https://www.imdb.com/title/tt9805160/reference
https://program.lfs.cz/detail/?film=Fritzi--A-Revolutionary-Tale","Uherské Hradiště, Sportovní hala"
DAU. Odvážní lidé,8/7/2020,19:30,8/7/2020,22:13,False,"Ilja Chržanovskij, Alexej Slusarčuk / Německo, Rusko, Ukrajina, Velká Británie 2020 / 153 min. / 18 let / DCP
Jaro 1953. Stalin nedávno zemřel, doba je nejistá, každonoční šťáry KGB burcují ze spánku obyvatele výzkumného ústavu a čeří jejich už tak komplikované vztahy. Pohled do života lidí, kteří se z dnešní perspektivy snaží vžít do situace totalitní doby, je ideálním vstupem do olbřímího universa DAU.
https://program.lfs.cz/detail/?film=DAU-Brave-People","Uherské Hradiště, Slovácké divadlo"
DAU. Odvážní lidé,8/10/2020,8:30,8/10/2020,11:13,False,"Ilja Chržanovskij, Alexej Slusarčuk / Německo, Rusko, Ukrajina, Velká Británie 2020 / 153 min. / 18 let / DCP
Jaro 1953. Stalin nedávno zemřel, doba je nejistá, každonoční šťáry KGB burcují ze spánku obyvatele výzkumného ústavu a čeří jejich už tak komplikované vztahy. Pohled do života lidí, kteří se z dnešní perspektivy snaží vžít do situace totalitní doby, je ideálním vstupem do olbřímího universa DAU.
https://program.lfs.cz/detail/?film=DAU-Brave-People","Uherské Hradiště, Slovácké divadlo"
Film naživo?,8/9/2020,12:00,8/9/2020,13:30,False,"90 min.
Bezprostředně poté, co návštěvníci Letní filmové školy uvidí live-stream představení Amerikánka, přijedou do Uherského Hradiště jeho režisér Viktor Tauš a kameraman Martin Douba, aby návštěvníkům představili filmový tvar, který se zrodil z nutnosti během opatření souvisejících s šířením koronaviru. Čím „film naživo“ přesahuje běžný záznam divadelní inscenace? Jaké má výhody a jaká úskalí? A kde jsou vlastně hranice definice filmu?
https://program.lfs.cz/detail/?film=Film-Live%3f","Uherské Hradiště, Respekt stan"
Trilogie lásky: Spoutaní,8/9/2020,12:30,8/9/2020,14:32,False,"Yaron Shani / Izrael, Německo 2019 / 112 min. / 15 let / DCP
Drsný a dominantní policejní důstojník zvyklý kontrolovat životy druhých se vinou obvinění ze sexuálního obtěžování ocitá v dosud neznámé pozici. Trilogie lásky: Spoutaní přináší díky improvizační metodě syrovou a autentickou charakterovou studii.
https://www.csfd.cz/film/693018-eynayim-sheli/komentare/
https://www.imdb.com/title/tt8214936/reference
https://program.lfs.cz/detail/?film=Love-Trilogy--Chained","Uherské Hradiště, Sportovní hala"
Pan T.,8/9/2020,20:30,8/9/2020,22:21,False,"Marcin Krzyształowicz / Polsko 2019 / 101 min. / 15 let / DCP
Pan T. představuje stalinismus jako dobu plnou absurdit. Jako dobu, kdy se teror míchá se zakázaným jazzem a kdy na záchodě můžete potkat nejvyššího představitele strany. Černobílý snímek je inspirován skutečnými postavami polského literárního světa dané doby.
https://www.csfd.cz/film/740657-pan-t/galerie/?type=1
https://www.imdb.com/title/tt9856606/reference
https://program.lfs.cz/detail/?film=Mister-T","Uherské Hradiště, Slovácké divadlo"
Pan T.,8/11/2020,20:30,8/11/2020,22:21,False,"Marcin Krzyształowicz / Polsko 2019 / 101 min. / 15 let / DCP
Pan T. představuje stalinismus jako dobu plnou absurdit. Jako dobu, kdy se teror míchá se zakázaným jazzem a kdy na záchodě můžete potkat nejvyššího představitele strany. Černobílý snímek je inspirován skutečnými postavami polského literárního světa dané doby.
https://www.csfd.cz/film/740657-pan-t/galerie/?type=1
https://www.imdb.com/title/tt9856606/reference
https://program.lfs.cz/detail/?film=Mister-T","Uherské Hradiště, Slovácké divadlo"
Jednou skautem - navždy skautem,8/8/2020,21:00,8/8/2020,22:00,False,"60 min.
Současná česká společnost možná čelí morální a mravní krizi. Film Olgy Malířové Špátové by měl upozornit na to, že existuje a stále se rozrůstá společenství lidí, v jejichž životech jsou etické principy díky skautingu plně přítomné.
https://program.lfs.cz/detail/?film=Once-a-Scout%2c-Always-a-Scout","Uherské Hradiště, Šapitó Skautského institutu"
Věrnost,8/9/2020,23:59,8/10/2020,1:31,False,"Nigina Sujfullajevová / Rusko 2019 / 82 min. / 18 let / DCP
Lena žije v dlouholetém vztahu bez něhy a vášně. Ve snaze znovu pocítit svou žádostivost se pustí do hrátek, které se jí brzy vymknou z rukou. Psychologické drama o nalézání vnitřní svobody skrývá pod lákavou erotickou slupkou netriviálně existenciální polohu.
https://www.csfd.cz/film/779305-vernost/prehled/
https://www.imdb.com/title/tt10516086/?ref_=nv_sr_srsg_0
https://program.lfs.cz/detail/?film=Fidelity","Uherské Hradiště, Slovácké divadlo"
Věrnost,8/12/2020,12:00,8/12/2020,13:32,False,"Nigina Sujfullajevová / Rusko 2019 / 82 min. / 18 let / DCP
Lena žije v dlouholetém vztahu bez něhy a vášně. Ve snaze znovu pocítit svou žádostivost se pustí do hrátek, které se jí brzy vymknou z rukou. Psychologické drama o nalézání vnitřní svobody skrývá pod lákavou erotickou slupkou netriviálně existenciální polohu.
https://www.csfd.cz/film/779305-vernost/prehled/
https://www.imdb.com/title/tt10516086/?ref_=nv_sr_srsg_0
https://program.lfs.cz/detail/?film=Fidelity","Uherské Hradiště, Sportovní hala"
"Romeo, Julie a tma",8/9/2020,22:00,8/9/2020,23:32,False,"Jiří Weiss / ČSR 1959 / 92 min. / DVD
Slavný a i ve světě ceněný příběh citů, které vzplanou v té nejnevhodnější době. Gymnazista Pavel ukrývá židovskou dívku, která se za nacistické okupace vyhnula transportu. V domě však bydlí kolaborantka a gestapo v Praze zběsile pátrá po parašutistech, kteří zlikvidovali říšského protektora Heydricha.
https://www.csfd.cz/film/9596-romeo-julie-a-tma/komentare/
https://www.imdb.com/title/tt0054250/reference
https://program.lfs.cz/detail/?film=Romeo%2c-Juliet-and-Darkness","Uherské Hradiště, Letní kino Smetanovy sady"
Vlastníci,8/9/2020,13:30,8/9/2020,15:51,False,"Jiří Havelka / Česká republika, Slovensko 2019 / 96 min. / DCP
Filmová prvotina divadelního režiséra a autora Jiřího Havelky rozehrává na půdorysu členské schůze společenství vlastníků bytových jednotek řadu absurdních situací, které trefně reflektují stav současné znesvářené české společnosti. Důvtipná, zábavná, přitom mrazivá tragikomedie.
https://www.csfd.cz/film/688473-vlastnici/prehled/
https://www.imdb.com/title/tt10583170/reference
https://program.lfs.cz/detail/?film=Owners","Uherské Hradiště, Klub kultury 1"
Vlastníci,8/11/2020,23:00,8/12/2020,0:36,False,"Jiří Havelka / Česká republika, Slovensko 2019 / 96 min. / DCP
Filmová prvotina divadelního režiséra a autora Jiřího Havelky rozehrává na půdorysu členské schůze společenství vlastníků bytových jednotek řadu absurdních situací, které trefně reflektují stav současné znesvářené české společnosti. Důvtipná, zábavná, přitom mrazivá tragikomedie.
https://www.csfd.cz/film/688473-vlastnici/prehled/
https://www.imdb.com/title/tt10583170/reference
https://program.lfs.cz/detail/?film=Owners","Uherské Hradiště, Redside zóna Kolejní n."
Vysoká dívka,8/9/2020,16:30,8/9/2020,18:57,False,"Kantěmir Balagov / Rusko 2019 / 137 min. / 15 let / DCP
Podzim 1945. Ija a Máša spolu bojovaly na frontě, se šrámy na těle i na duši se teď v ruinách donedávna obleženého Leningradu pokoušejí vrátit do života. Intimní, ženský a zcela netradiční pohled na válku ve vytříbeném vizuálním podání canneského laureáta.
https://www.csfd.cz/film/723640-vysoka-divka/prehled/
https://www.imdb.com/title/tt10199640/reference
https://program.lfs.cz/detail/?film=Beanpole","Uherské Hradiště, Slovácké divadlo"
Vysoká dívka,8/12/2020,20:00,8/12/2020,22:27,False,"Kantěmir Balagov / Rusko 2019 / 137 min. / 15 let / DCP
Podzim 1945. Ija a Máša spolu bojovaly na frontě, se šrámy na těle i na duši se teď v ruinách donedávna obleženého Leningradu pokoušejí vrátit do života. Intimní, ženský a zcela netradiční pohled na válku ve vytříbeném vizuálním podání canneského laureáta.
https://www.csfd.cz/film/723640-vysoka-divka/prehled/
https://www.imdb.com/title/tt10199640/reference
https://program.lfs.cz/detail/?film=Beanpole","Uherské Hradiště, Sportovní hala"
Úplně normální rodina,8/9/2020,17:00,8/9/2020,18:47,False,"Malou Reymannová / Dánsko 2020 / 97 min. / DCP
Jak se tvrdohlavá jedenáctiletá fotbalistka vyrovná s faktem, že se její otec cítí jako žena? Dánská debutantka přetvořila své vlastní dospívání s transgender rodičem do přirozeného, empatického dramatu, které nenásilně zpochybňuje definice normality.
https://www.csfd.cz/film/722776-en-helt-almindelig-familie/prehled/
https://www.imdb.com/title/tt8326624/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=A-Perfectly-Normal-Family","Uherské Hradiště, Kino Hvězda"
Dobrou noc a hodně štěstí,8/10/2020,23:00,8/11/2020,0:43,False,"George Clooney / USA 2005 / 93 min. / Blu-ray
Americké politické tažení proti komunistům se netýkalo pouze filmového průmyslu. I řada televizních pracovníků se ocitla na nechvalně známé černé listině. Jako jeden z mála se proti McCarthymu postavil televizní novinář Edward R. Murrow.
https://www.csfd.cz/film/215291-dobrou-noc-a-hodne-stesti
https://www.imdb.com/title/tt0433383/
https://program.lfs.cz/detail/?film=Good-Night-and-Good-Luck","Uherské Hradiště, Reduta"
Dobrou noc a hodně štěstí,8/12/2020,10:00,8/12/2020,11:43,False,"George Clooney / USA 2005 / 93 min. / Blu-ray
Americké politické tažení proti komunistům se netýkalo pouze filmového průmyslu. I řada televizních pracovníků se ocitla na nechvalně známé černé listině. Jako jeden z mála se proti McCarthymu postavil televizní novinář Edward R. Murrow.
https://www.csfd.cz/film/215291-dobrou-noc-a-hodne-stesti
https://www.imdb.com/title/tt0433383/
https://program.lfs.cz/detail/?film=Good-Night-and-Good-Luck","Uherské Hradiště, Kino Mír"
Gogo,8/10/2020,12:00,8/10/2020,13:37,False,"Pascal Plisson / Francie 2020 / 87 min. / DCP
Nejstarší školačka na světě, všemi oblíbená čtyřiadevadesátiletá keňská babička Gogo, ukazuje, jakou radost dokáže přinést vzdělání. Inspirující a optimistický dokument od autora Césarem oceněného snímku Cesta do školy, který je součástí distribučního edukativního projektu Do kina!, představuje AČFK v předpremiéře.
https://www.imdb.com/title/tt8359846/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Gogo","Uherské Hradiště, Sportovní hala"
Antropocén: Epocha člověka,8/7/2020,12:00,8/7/2020,13:37,False,"Jennifer Baichwalová, Nicholas de Pencier, Edward Burtynsky / Kanada 2018 / 87 min. / DCP
Meditativní i konkrétní obrazy lidského zásahu do přírody ohromují i děsí. Kanadský dokument oceněný na Ji.hlavě, na němž se podílel také známý fotograf Edward Burtynsky, nezapomenutelně představuje koncept doby, v níž Zemi neurvale mění především člověk. Film je součástí edukativního distribučního projektu AČFK s názvem Do kina!
https://www.csfd.cz/film/655572-antropocen-epocha-cloveka/prehled/
https://www.imdb.com/title/tt8399690/reference
https://program.lfs.cz/detail/?film=Anthropocene--The-Human-Epoch","Uherské Hradiště, Sportovní hala"
Antropocén: Epocha člověka,8/11/2020,20:00,8/11/2020,21:37,False,"Jennifer Baichwalová, Nicholas de Pencier, Edward Burtynsky / Kanada 2018 / 87 min. / DCP
Meditativní i konkrétní obrazy lidského zásahu do přírody ohromují i děsí. Kanadský dokument oceněný na Ji.hlavě, na němž se podílel také známý fotograf Edward Burtynsky, nezapomenutelně představuje koncept doby, v níž Zemi neurvale mění především člověk. Film je součástí edukativního distribučního projektu AČFK s názvem Do kina!
https://www.csfd.cz/film/655572-antropocen-epocha-cloveka/prehled/
https://www.imdb.com/title/tt8399690/reference
https://program.lfs.cz/detail/?film=Anthropocene--The-Human-Epoch","Uherské Hradiště, Sportovní hala"
CinEd - filmová projekce s dílnou,8/11/2020,15:30,8/11/2020,17:00,False,"90 min.
Zveme vás na projekci francouzského filmu Začátek školního roku a navazující filmovou dílnu. Společně se podíváme na krátký film o Reném, který neudělal prázdninový domácí úkol, a tak raději hodí aktovku do řeky. Na filmové dílně Lunapark filmových vynálezů si pak vytvoříme filmové příběhy, ať už vlastní, nebo inspirované filmem.
https://program.lfs.cz/detail/?film=CinEd-(Film-%26-Workshop)","Uherské Hradiště, Dětský/literární stan"
Studentský blok A,8/9/2020,18:00,8/9/2020,20:19,False,"Česká republika, Slovensko / 94 min. / HD file
První studentský blok nabízí pětici originálních a tematicky rozličných snímků, u nichž nelze přehlédnout silnou autorskou stopu. Ač se na první pohled zdá, že blok nespojuje žádné téma, jakási paralela může být nalezena v jemně satirickém zobrazení typicky tuzemské tematiky.
https://program.lfs.cz/detail/?film=Student%c2%b4s-Block-A","Uherské Hradiště, Kino Mír"
EETerminátor aneb jak spojit nespojitelné,8/10/2020,11:00,8/10/2020,12:30,False,"90 min.
Virální videa jako Harry Potter s Milošem Zemanem, Knight Rider na D1 nebo nejnovější EETerminátor určitě znáte. Autoři těchto virálů, které mají přes 20 milionů zhlédnutí, Michal Orsava a Michaela Lovecká ze studia FILMAGIX vás nechají nahlédnout pod pokličku a podělí se o recept na video s virální příchutí.
Co všechno předchází vzniku virálního videa? Jaké jsou hlavní podmínky pro jeho úspěšné šíření? Kdo to celé platí? Jaká jsou očekávání tvůrců? Co bude dál? Přednáška plná osobních zkušeností a vtipných historek z natáčení poodkryje tvůrčí proces a přiblíží magický svět videokouzelníků.
https://program.lfs.cz/detail/?film=EETerminator","Uherské Hradiště, Respekt stan"
Večerníčky pro pěkný večer - staré nej…,8/10/2020,17:00,8/10/2020,18:00,False,"60 min.
To nejlepší ze starých českých Večerníčků. Pohodlně se usaďte a sledujte příběhy loupežníka Rumcajse, Křemílka s Vochomůrkou nebo Makové panenky.
https://program.lfs.cz/detail/?film=The-Evening-Stories-%e2%80%93-Old-but-Gold-(Film)","Uherské Hradiště, Dětský/literární stan"
2458 predátorů se ocitlo V síti,8/12/2020,16:00,8/12/2020,17:30,False,"90 min.
Hravost na hranici provokace. Investigativní žurnalistika kombinovaná s občansky angažovanou polemikou. Osobitý smysl pro humor. Tak bývá charakterizována tvorba dokumentaristy Víta Klusáka. Proslavil se už sociologickým experimentem o neexistujícím supermarketu Český sen (2004), který režíroval společně s Filipem Remundou. Ještě větší pozornost si ale vysloužil radikálním dokumentem o zneužívání dětí na internetu V síti (2020), pod nímž je režijně podepsán společně s Barborou Chalupovou. Jak se loví lovci? Kde měli hranici, za kterou už nehodlali jít? A co na to české zákony?
https://program.lfs.cz/detail/?film=2%2c458-Predators-Were-Caught-in-the-Net","Uherské Hradiště, Respekt stan"
Tel Aviv v plamenech,8/8/2020,12:30,8/8/2020,14:16,False,"Sameh Zoabi / Belgie, Francie, Izrael, Lucembursko 2018 / 96 min. / DCP
Odlehčená situační komedie Sameha Zoabiho sleduje outsidera Salama, kterého drobná lež na izraelském checkpointu přivede do labyrintu lží a slibů. Na jedné straně hádavý štáb palestinské telenovely, na druhé nerudný izraelský důstojník. A Salam uprostřed.
https://www.csfd.cz/film/441706-tel-aviv-v-plamenech/prehled/
https://www.imdb.com/title/tt5791098/reference
https://program.lfs.cz/detail/?film=Tel-Aviv-On-Fire","Uherské Hradiště, Sportovní hala"
Tel Aviv v plamenech,8/10/2020,9:00,8/10/2020,10:46,False,"Sameh Zoabi / Belgie, Francie, Izrael, Lucembursko 2018 / 96 min. / DCP
Odlehčená situační komedie Sameha Zoabiho sleduje outsidera Salama, kterého drobná lež na izraelském checkpointu přivede do labyrintu lží a slibů. Na jedné straně hádavý štáb palestinské telenovely, na druhé nerudný izraelský důstojník. A Salam uprostřed.
https://www.csfd.cz/film/441706-tel-aviv-v-plamenech/prehled/
https://www.imdb.com/title/tt5791098/reference
https://program.lfs.cz/detail/?film=Tel-Aviv-On-Fire","Uherské Hradiště, Kino Hvězda"
Žal žen,8/8/2020,10:30,8/8/2020,12:02,False,"Andrea Culková / Česká republika 2020 / 92 min. / HD file
Přes 30 let víme o problémech s klimatem, publikujeme data, zakládáme panely a nic zásadního se neděje. V minulém roce se díky klimatickým hnutím a aktivistům dostaly do hry emoce a najednou se věci daly do pohybu. Film Žal žen proto není o statistikách a teplotních stupních, ale o emocích, které vzbuzuje vidina kolapsu rovnováhy mezi planetou a lidmi. Je také hlavně o ženách, často matkách malých dětí, protože právě ony leckdy vnímají a prožívají ohrožení klimatickou změnou naléhavěji než muži.
https://program.lfs.cz/detail/?film=Grief","Uherské Hradiště, Respekt stan"
Synonyma,8/7/2020,12:00,8/7/2020,14:13,False,"Nadav Lapid / Francie, Izrael, Německo 2019 / 123 min. / 15 let / DCP
Mladý Yoav má jedinou touhu – uniknout před svou rodnou zemí a národní identitou. Jeho útěk má podobu groteskní, bludné anabáze, v níž všechny kroky vedou k poznání, že je jedno, kolik synonym člověk zná, prvotní význam zůstává neměnný.
https://www.csfd.cz/film/594783-synonyma/prehled/
https://www.imdb.com/title/tt7016254/reference
https://program.lfs.cz/detail/?film=Synonyms","Uherské Hradiště, Slovácké divadlo"
Synonyma,8/11/2020,16:30,8/11/2020,18:43,False,"Nadav Lapid / Francie, Izrael, Německo 2019 / 123 min. / 15 let / DCP
Mladý Yoav má jedinou touhu – uniknout před svou rodnou zemí a národní identitou. Jeho útěk má podobu groteskní, bludné anabáze, v níž všechny kroky vedou k poznání, že je jedno, kolik synonym člověk zná, prvotní význam zůstává neměnný.
https://www.csfd.cz/film/594783-synonyma/prehled/
https://www.imdb.com/title/tt7016254/reference
https://program.lfs.cz/detail/?film=Synonyms","Uherské Hradiště, Slovácké divadlo"
mujRozhlas.cz: Poslech nejlepších podcastů,8/11/2020,16:00,8/11/2020,17:15,False,"75 min.
Blok poslechů nejlepších podcastů Českého rozhlasu.
https://program.lfs.cz/detail/?film=mujRozhlascz--Best-podcasts-by-Czech-Radio","Uherské Hradiště, Stan ČRo"
Vanda Kavková: Vývar,8/11/2020,19:30,8/11/2020,20:15,False,"45 min.
SÓLO WO/MAN POETRY SET. Čeká vás session na pomezí autorského čtení a zpívané poezie. Na kost ohryzaný poetický vhled do manželské korespondence. Intergalaktická elektronika a moravská dědina v porci hovězího vývaru.
https://program.lfs.cz/detail/?film=Vanda-Kavkov%c3%a1--V%c3%bdvar","Uherské Hradiště, Dětský/literární stan"
25 km/h,8/8/2020,23:00,8/9/2020,1:06,False,"Markus Goller / Německo 2018 / 116 min. / HD file
Dva bratři na mopedu dohánějí rychlostí 25 km/h ztracené sny, lásky a radosti v neodolatelné letní buddy road movie. Německý divácký hit s Larsem Eidingerem v hlavní roli se loni zalíbil i publiku Filmovky a stal se třetím vítězem sekce LFŠ uvádí.
https://www.csfd.cz/film/655883-25-km-h/prehled/
https://www.imdb.com/title/tt7225386/reference
https://program.lfs.cz/detail/?film=25-km%2fh","Uherské Hradiště, Reduta"
25 km/h,8/12/2020,23:30,8/13/2020,1:36,False,"Markus Goller / Německo 2018 / 116 min. / HD file
Dva bratři na mopedu dohánějí rychlostí 25 km/h ztracené sny, lásky a radosti v neodolatelné letní buddy road movie. Německý divácký hit s Larsem Eidingerem v hlavní roli se loni zalíbil i publiku Filmovky a stal se třetím vítězem sekce LFŠ uvádí.
https://www.csfd.cz/film/655883-25-km-h/prehled/
https://www.imdb.com/title/tt7225386/reference
https://program.lfs.cz/detail/?film=25-km%2fh","Uherské Hradiště, Reduta"
Divadlo Polárka: Slon a mravenec,8/9/2020,14:00,8/9/2020,15:00,False,"60 min.
Byla jedna veverka a ta bydlela v lese společně se slonem a s mravencem. Se slonem a mravencem? Ano, se slonem a mravencem. Tři přátelé. Každý jinak velký. Slon vidí ze své výšky úplně jiný svět než mravenec. Z toho, co je pro jednoho hora dobrého jídla, se druhý ani za mák nenají. Pro jednoho jsou hvězdy dávno okoukané a druhý se trápí, že k nim nikdy nedohlédne. Zdánlivě jednoduché věci se při společném soužití stávají nepřekonatelnými problémy... Pro diváky od 3 let, vstupné 50 Kč .
https://program.lfs.cz/detail/?film=The-Pol%c3%a1rka-Theatre--The-Ant-and-the-Elephant-(Theatre)","Uherské Hradiště, Dětský/literární stan"
Afrika,8/12/2020,16:00,8/12/2020,17:32,False,"Oren Gerner / Izrael 2019 / 82 min. / DCP
Portrét muže, který na samém konci musí hledat nový začátek. Prvotina Orena Gernera pracuje s naprostou intimitou a pokorou. Režisér obsadil členy své rodiny a vypovídá o věcech, kterých je sám součástí – o samotě, naději, stereotypu a sveřeposti stáří.
https://www.csfd.cz/film/768034-africa/prehled/
https://www.imdb.com/title/tt10883740/reference
https://program.lfs.cz/detail/?film=Africa","Uherské Hradiště, Kino Hvězda"
Nežádoucí okamžiky,8/10/2020,17:00,8/10/2020,17:30,False,"30 min.
Letos na podzim tomu bude 180 let, co vznikla pravděpodobně nejstarší zmanipulovaná fotografie. Úprava fotografií za účelem ukázání ""jiné reality,"" která s nástupem digitálních technologií nabyla nové dimenze, je tématem nové venkovní fotografické výstavy z dílny České tiskové kanceláře. Ze svého bohatého archivu i dalších zdrojů ČTK vybrala slavné i méně známé snímky, které byly pozměněny či dočasně zakázány.
https://program.lfs.cz/detail/?film=Undesirable-Moments","Uherské Hradiště, Palackého náměstí"
Příběhy z kaštanových lesů,8/8/2020,16:00,8/8/2020,17:32,False,"Gregor Božič / Slovinsko, Itálie 2019 / 82 min. / DCP
Stařičký truhlář Mario je zarputilý, lakotný a hlavně osamělý. Náhodné setkání s Martou, krásnou prodavačkou kaštanů, v něm spustí lavinu vzpomínek odhalující jejich společný pohnutý osud. Filmová báseň o časech dávno minulých, které se přec periodicky vrací.
https://www.csfd.cz/film/767919-pribehy-z-kastanovych-lesu/prehled/
https://www.imdb.com/title/tt5905336/?ref_=nm_knf_i1
https://program.lfs.cz/detail/?film=Stories-from-the-Chestnut-Woods","Uherské Hradiště, Sportovní hala"
Příběhy z kaštanových lesů,8/12/2020,23:59,8/13/2020,1:31,False,"Gregor Božič / Slovinsko, Itálie 2019 / 82 min. / DCP
Stařičký truhlář Mario je zarputilý, lakotný a hlavně osamělý. Náhodné setkání s Martou, krásnou prodavačkou kaštanů, v něm spustí lavinu vzpomínek odhalující jejich společný pohnutý osud. Filmová báseň o časech dávno minulých, které se přec periodicky vrací.
https://www.csfd.cz/film/767919-pribehy-z-kastanovych-lesu/prehled/
https://www.imdb.com/title/tt5905336/?ref_=nm_knf_i1
https://program.lfs.cz/detail/?film=Stories-from-the-Chestnut-Woods","Uherské Hradiště, Slovácké divadlo"
Neporazitelný: Vykoupení,8/9/2020,23:59,8/10/2020,1:45,False,"Isaac Florentine / USA 2010 / 96 min. / 15 let / DCP
K vyvolání úžasu a rozpumpování adrenalinu není potřeba závratných rozpočtů. Plně postačí režisér s citem pro choreografii a aktéři praktikující bojová umění. Tandem Isaac Florentine a Scott Adkins přináší absolutní vrchol nízkorozpočtové akční podívané.
https://www.csfd.cz/film/244304-neporazitelny-vykoupeni/prehled/
https://www.imdb.com/title/tt1156466/reference
https://program.lfs.cz/detail/?film=Undisputed-III--Redemption","Uherské Hradiště, Sportovní hala"
Chyťte Žida!,8/9/2020,10:00,8/9/2020,11:30,False,"90 min.
Knižní bestseller s provokativním podtitulem Proč Evropa nenávidí Izrael a miluje Palestince vyšel i v České republice a jeho autor, americko-izraelský novinář, spisovatel a dramatik Tuvia Tenenbom, v něm vtipně a bez příkras zkoumá a popisuje vzájemné soužití Izraelců a Palestinců. Nejen o tom s ním bude na LFŠ diskutovat novinář Jakub Szántó.
https://program.lfs.cz/detail/?film=Catch-the-Jew!","Uherské Hradiště, Respekt stan"
Talkshow Čelistí Radia Wave,8/11/2020,19:30,8/11/2020,21:00,False,"90 min.
Talkshow Radia Wave v rukou autorů pořadu Čelisti Aleše Stuchlého a Víta Schmarce. Jako již standardně za doprovodu Prokopa Vejdy aka Stříbrného Rafaela.
https://program.lfs.cz/detail/?film=Radio-Wave%e2%80%99s-%c4%8celisti-Talkshow","Uherské Hradiště, Stan ČRo"
Havel (diskuze o filmu),8/9/2020,14:00,8/9/2020,15:00,False,"60 min.
O novém filmu Havel budou diskutovat jeho režisér Slávek Horák a představitelka Olgy Havlové Anna Geislerová. Dozvíte se například, proč jsou dějiny až ve druhém plánu a v popředí stojí život, vztahy a povahy hlavních postav či jakým vývojem Václav Havel prošel od 60. let do sametové revoluce.
https://program.lfs.cz/detail/?film=Havel-(discussion-about-the-movie)","Uherské Hradiště, Stan ČT"
Země zaslíbená,8/12/2020,19:30,8/12/2020,22:29,False,"Andrzej Wajda / Polsko 1974 / 169 min. / 15 let / DCP
Tři kamarádi, národností Polák, Němec a Žid, se chtějí profesně osamostatnit a otevřít si vlastní textilní továrnu, a to za jakoukoliv cenu. Velkolepá freska o průmyslové revoluci a zrodu dravého kapitalismu patří ke klíčovým dílům Andrzeje Wajdy.
https://www.csfd.cz/film/35228-zeme-zaslibena/prehled/
https://www.imdb.com/title/tt0072446/?ref_=nm_flmg_dr_35
https://program.lfs.cz/detail/?film=The-Promised-Land","Uherské Hradiště, Slovácké divadlo"
Cinema16 B,8/10/2020,14:00,8/10/2020,15:16,False,"Dánsko, Francie, Nizozemsko, Španělsko, Švédsko / 66 min. / 15 let / DVD
Kolekce Cinema16 přinesla divákům po celém světě ultimátní kolekci krátkých filmů klasiků evropské kinematografie (Godard, Kieslowski) i výrazných jmen současného filmu (Moodysson, Kounen). V rámci druhého bloku projdou diváci několika zeměmi, několika dekádami a seznámí se s možnostmi autorského přístupu k této specifické filmové formě.
https://program.lfs.cz/detail/?film=Cinema16-B","Uherské Hradiště, Kino Mír"
